1,1
2,2
102,3
202,4
302,5
402,6
2,1
3,2
103,3
203,4
303,5
403,6
3,1
4,2
104,3
204,4
304,5
404,6
4,1
5,2
105,3
205,4
305,5
405,6
5,1
6,2
106,3
206,4
306,5
406,6
6,1
7,2
107,3
207,4
307,5
407,6
7,1
8,2
108,3
208,4
308,5
408,6
8,1
9,2
109,3
209,4
309,5
409,6
9,1
10,2
110,3
210,4
310,5
410,6
10,1
11,2
111,3
211,4
311,5
411,6
11,1
12,2
112,3
212,4
312,5
412,6
12,1
13,2
113,3
213,4
313,5
413,6
13,1
14,2
114,3
214,4
314,5
414,6
14,1
15,2
115,3
215,4
315,5
415,6
15,1
16,2
116,3
216,4
316,5
416,6
16,1
17,2
117,3
217,4
317,5
417,6
17,1
18,2
118,3
218,4
318,5
418,6
18,1
19,2
119,3
219,4
319,5
419,6
19,1
20,2
120,3
220,4
320,5
420,6
20,1
21,2
121,3
221,4
321,5
421,6
21,1
22,2
122,3
222,4
322,5
422,6
22,1
23,2
123,3
223,4
323,5
423,6
23,1
24,2
124,3
224,4
324,5
424,6
24,1
25,2
125,3
225,4
325,5
425,6
25,1
26,2
126,3
226,4
326,5
426,6
26,1
27,2
127,3
227,4
327,5
427,6
27,1
28,2
128,3
228,4
328,5
428,6
28,1
29,2
129,3
229,4
329,5
429,6
29,1
30,2
130,3
230,4
330,5
430,6
30,1
31,2
131,3
231,4
331,5
431,6
31,1
32,2
132,3
232,4
332,5
432,6
32,1
33,2
133,3
233,4
333,5
433,6
33,1
34,2
134,3
234,4
334,5
434,6
34,1
35,2
135,3
235,4
335,5
435,6
35,1
36,2
136,3
236,4
336,5
436,6
36,1
37,2
137,3
237,4
337,5
437,6
37,1
38,2
138,3
238,4
338,5
438,6
38,1
39,2
139,3
239,4
339,5
439,6
39,1
40,2
140,3
240,4
340,5
440,6
40,1
41,2
141,3
241,4
341,5
441,6
41,1
42,2
142,3
242,4
342,5
442,6
42,1
43,2
143,3
243,4
343,5
443,6
43,1
44,2
144,3
244,4
344,5
444,6
44,1
45,2
145,3
245,4
345,5
445,6
45,1
46,2
146,3
246,4
346,5
446,6
46,1
47,2
147,3
247,4
347,5
447,6
47,1
48,2
148,3
248,4
348,5
448,6
48,1
49,2
149,3
249,4
349,5
449,6
49,1
50,2
150,3
250,4
350,5
450,6
50,1
51,2
151,3
251,4
351,5
451,6
51,1
52,2
152,3
252,4
352,5
452,6
52,1
53,2
153,3
253,4
353,5
453,6
53,1
54,2
154,3
254,4
354,5
454,6
54,1
55,2
155,3
255,4
355,5
455,6
55,1
56,2
156,3
256,4
356,5
456,6
56,1
57,2
157,3
257,4
357,5
457,6
57,1
58,2
158,3
258,4
358,5
458,6
58,1
59,2
159,3
259,4
359,5
459,6
59,1
60,2
160,3
260,4
360,5
460,6
60,1
61,2
161,3
261,4
361,5
461,6
61,1
62,2
162,3
262,4
362,5
462,6
62,1
63,2
163,3
263,4
363,5
463,6
63,1
64,2
164,3
264,4
364,5
464,6
64,1
65,2
165,3
265,4
365,5
465,6
65,1
66,2
166,3
266,4
366,5
466,6
66,1
67,2
167,3
267,4
367,5
467,6
67,1
68,2
168,3
268,4
368,5
468,6
68,1
69,2
169,3
269,4
369,5
469,6
69,1
70,2
170,3
270,4
370,5
470,6
70,1
71,2
171,3
271,4
371,5
471,6
71,1
72,2
172,3
272,4
372,5
472,6
72,1
73,2
173,3
273,4
373,5
473,6
73,1
74,2
174,3
274,4
374,5
474,6
74,1
75,2
175,3
275,4
375,5
475,6
75,1
76,2
176,3
276,4
376,5
476,6
76,1
77,2
177,3
277,4
377,5
477,6
77,1
78,2
178,3
278,4
378,5
478,6
78,1
79,2
179,3
279,4
379,5
479,6
79,1
80,2
180,3
280,4
380,5
480,6
80,1
81,2
181,3
281,4
381,5
481,6
81,1
82,2
182,3
282,4
382,5
482,6
82,1
83,2
183,3
283,4
383,5
483,6
83,1
84,2
184,3
284,4
384,5
484,6
84,1
85,2
185,3
285,4
385,5
485,6
85,1
86,2
186,3
286,4
386,5
486,6
86,1
87,2
187,3
287,4
387,5
487,6
87,1
88,2
188,3
288,4
388,5
488,6
88,1
89,2
189,3
289,4
389,5
489,6
89,1
90,2
190,3
290,4
390,5
490,6
90,1
91,2
191,3
291,4
391,5
491,6
91,1
92,2
192,3
292,4
392,5
492,6
92,1
93,2
193,3
293,4
393,5
493,6
93,1
94,2
194,3
294,4
394,5
494,6
94,1
95,2
195,3
295,4
395,5
495,6
95,1
96,2
196,3
296,4
396,5
496,6
96,1
97,2
197,3
297,4
397,5
497,6
97,1
98,2
198,3
298,4
398,5
498,6
98,1
99,2
199,3
299,4
399,5
499,6
99,1
100,2
200,3
300,4
400,5
500,6
100,1
101,2
201,3
301,4
401,5
501,6
