1,1
2,2
34,3
66,4
98,5
130,6
2,1
3,2
35,3
67,4
99,5
131,6
3,1
4,2
36,3
68,4
100,5
132,6
4,1
5,2
37,3
69,4
101,5
133,6
5,1
6,2
38,3
70,4
102,5
134,6
6,1
7,2
39,3
71,4
103,5
135,6
7,1
8,2
40,3
72,4
104,5
136,6
8,1
9,2
41,3
73,4
105,5
137,6
9,1
10,2
42,3
74,4
106,5
138,6
10,1
11,2
43,3
75,4
107,5
139,6
11,1
12,2
44,3
76,4
108,5
140,6
12,1
13,2
45,3
77,4
109,5
141,6
13,1
14,2
46,3
78,4
110,5
142,6
14,1
15,2
47,3
79,4
111,5
143,6
15,1
16,2
48,3
80,4
112,5
144,6
16,1
17,2
49,3
81,4
113,5
145,6
17,1
18,2
50,3
82,4
114,5
146,6
18,1
19,2
51,3
83,4
115,5
147,6
19,1
20,2
52,3
84,4
116,5
148,6
20,1
21,2
53,3
85,4
117,5
149,6
21,1
22,2
54,3
86,4
118,5
150,6
22,1
23,2
55,3
87,4
119,5
151,6
23,1
24,2
56,3
88,4
120,5
152,6
24,1
25,2
57,3
89,4
121,5
153,6
25,1
26,2
58,3
90,4
122,5
154,6
26,1
27,2
59,3
91,4
123,5
155,6
27,1
28,2
60,3
92,4
124,5
156,6
28,1
29,2
61,3
93,4
125,5
157,6
29,1
30,2
62,3
94,4
126,5
158,6
30,1
31,2
63,3
95,4
127,5
159,6
31,1
32,2
64,3
96,4
128,5
160,6
32,1
33,2
65,3
97,4
129,5
161,6
