1,1
2,2
18,3
34,4
50,5
66,6
2,1
3,2
19,3
35,4
51,5
67,6
3,1
4,2
20,3
36,4
52,5
68,6
4,1
5,2
21,3
37,4
53,5
69,6
5,1
6,2
22,3
38,4
54,5
70,6
6,1
7,2
23,3
39,4
55,5
71,6
7,1
8,2
24,3
40,4
56,5
72,6
8,1
9,2
25,3
41,4
57,5
73,6
9,1
10,2
26,3
42,4
58,5
74,6
10,1
11,2
27,3
43,4
59,5
75,6
11,1
12,2
28,3
44,4
60,5
76,6
12,1
13,2
29,3
45,4
61,5
77,6
13,1
14,2
30,3
46,4
62,5
78,6
14,1
15,2
31,3
47,4
63,5
79,6
15,1
16,2
32,3
48,4
64,5
80,6
16,1
17,2
33,3
49,4
65,5
81,6
